id,countries,headline,body,body_word_count,stake_type,role_holder,role_harmed,role_amplifier,mexico_role,vantage,register,forces,note
IE-543,México; Kenia; Etiopía; Mónaco,Un estándar de altitud favorece a la federación que lo redactó,"La federación nacional de atletismo de México adoptó discretamente un nuevo estándar de verificación de entrenamiento en altitud que favorece a sus propios centros de entrenamiento de gran altitud, y ahora presiona al organismo internacional rector para que el estándar sea obligatorio para la clasificación olímpica en todo el mundo. La federación de Kenia dice que el estándar fue claramente diseñado en torno a instalaciones que México ya tiene y pocos otros países poseen. Etiopía, cuyos propios corredores de gran altitud se beneficiarían bajo el mismo estándar, ha roto con otras federaciones del este de África para apoyar la propuesta de México. Mónaco, que alberga la sede del organismo internacional y el voto decisivo, dice que no fallará sobre un estándar que beneficia tan transparentemente al país que lo redactó sin una revisión independiente primero.",108,fijación de normas,México (redactó el estándar y se beneficia de él),Kenia (en desventaja por instalaciones que no posee),Etiopía (rompe filas para apoyar la propuesta de México),cómplice (su propia federación redactó un estándar que la favorece),en desarrollo,fundamentado,soberanía cultural; fijación de normas; reconocimiento y legitimidad,"Fundamentado. Los estándares técnicos que favorecen a quien los propone, propuestos por federaciones con ventaja de local, son una categoría real de disputa en la gobernanza deportiva. Verificación de recurso: segundo uso del recurso del organismo rector deportivo, ángulo de fijación de estándares en lugar de precedente. Se mantuvo por encima de la banda de palabras."
IE-153,México; Comoras; Francia; Madagascar,Un esquema de venta de ciudadanía se revierte en una disputa de reconocimiento,"Comoras vendió decenas de miles de pasaportes a personas apátridas que otros países querían reasentar en otro lugar, y ahora esos poseedores de pasaportes son rechazados en fronteras que de repente se niegan a reconocer los documentos en absoluto. Francia, la antigua potencia colonial, califica los pasaportes de francamente fraudulentos; Madagascar, que recibe a los repatriados por barcadas, exige que Comoras se los lleve de vuelta inmediatamente. México había otorgado visas de trabajo a cientos de estos poseedores de pasaportes de buena fe años atrás, y ahora debe decidir si sigue honrando visas construidas sobre documentos que un número creciente de gobiernos ya no considera válidos o reales.",98,reconocimiento / legitimidad,México (posee los registros de emisión),"los poseedores de pasaportes (rechazados, apátridas)",Francia (declara los pasaportes fraudulentos),medio: atrapado en medio (su propio sistema de visas descansa sobre documentos ahora disputados en todo el mundo),secuelas,fundamentado,reconocimiento y legitimidad; migración y desplazamiento; tráfico ilícito,Fundamentado. Comoras genuinamente operó un controvertido esquema de venta de pasaportes para residentes apátridas del Golfo; las disputas de validez documental y los rechazos fronterizos están documentados. Solo el operador mexicano es inventado.
IE-179,México; Timor Oriental; Australia; China,La elección de una ruta de gasoducto decide la alineación de una joven nación,"El futuro de Timor Oriental depende de hacia dónde se canalice su gas mar adentro: al sur, hacia una planta australiana, o al norte, hacia una recién construida planta china, y no puede comprometerse con ninguno de los dos bandos antes de que el otro garantice primero el financiamiento. Australia quiere una decisión antes de que cierre su propia planta envejecida; China ofrece construir más rápido si se le elige ahora mismo. La empresa petrolera estatal de México había ofertado para ayudar a construir el gasoducto que gane, y su propio contrato de construcción, y los cientos de empleos ligados a él, ahora están congelados mientras una frágil joven democracia decide a qué potencia mayor atará las próximas décadas.",100,cronología / secuencia,México (posee el estudio de factibilidad),Timor Oriental (atado a un patrón),Australia y China (financiadores rivales),medio: espectador perjudicado (su propia oferta de construcción congelada por la ruta indecisa del gasoducto),inminente,fundamentado,energía; infraestructura; alianzas militares y defensa,"Fundamentado. La verdadera disputa de gas de Greater Sunrise de Timor Oriental, la elección de gasoducto sur-frente-a-norte, y el desarrollo australiano-frente-a-chino están todos documentados y vigentes. Solo el poseedor mexicano del estudio es inventado."
IE-630,México; Argentina; Croacia; Catar,Un certificado de buque deja que una tripulación navegue hacia una falla,"El casco de un granelero falló en mares agitados, matando a once tripulantes de Argentina y Croacia. La autoridad marítima de México había certificado el casco tras una inspección que sus propios inspectores completaron en un solo día, un tipo de inspección que requiere tres. Argentina dice que la agencia de tripulación de Croacia embarcó a la tripulación sabiendo que el certificado había sido acelerado. Croacia dice que el certificado no llevaba ninguna marca que indicara algo inusual y que no tenía forma de saberlo. La autoridad portuaria de Catar, que autorizó la salida del buque con ese certificado, ahora ha incautado otros cuatro buques certificados por México bajo la misma inspección abreviada.",94,atribución / culpa,La autoridad marítima de México (aceleró la inspección),los once tripulantes muertos de Argentina y Croacia,Catar (incautó otros cuatro buques certificados por México),motor principal (su propia inspección abreviada certificó un casco inseguro),secuelas,fundamentado,comercio y transporte marítimo; reconocimiento y legitimidad,"Fundamentado. Las inspecciones de casco aceleradas que preceden a fallas estructurales son un problema real y documentado de seguridad marítima. Prueba de cuatro vías: Argentina acusa directamente a la agencia de tripulación de Croacia; Croacia se defiende frente a Argentina, no frente a México. No geográfico: la certificación de buques y la contratación de tripulaciones son globales."
IE-618,México; Polonia; India; Irlanda,Una falla de señalización mata a decenas y divide tres sistemas legales,"Una falla en la señalización ferroviaria causó una colisión en Polonia que mató a decenas de pasajeros. El software fue escrito en India, certificado en Irlanda, y licenciado a Polonia a través de un integrador mexicano que lo adaptó a las condiciones locales de la vía. India dice que su código original era sólido y que la adaptación de México introdujo la falla. Irlanda dice que certificó solo el código original, no la versión modificada de México, y no tiene responsabilidad alguna. Polonia argumenta que la certificación de Irlanda es lo que permitió que la versión modificada funcionara en absoluto. El integrador mexicano ha perdido todos sus demás contratos, aunque todavía no existe ningún hallazgo en su contra.",95,atribución / culpa,Irlanda (certificó el código),Polonia (decenas de muertos),India (desvía la culpa hacia la adaptación de México),espectador perjudicado (perdió contratos antes de cualquier hallazgo de responsabilidad),secuelas,fundamentado,infraestructura; tecnología y fijación de normas,"Fundamentado. La responsabilidad dividida entre autoría del código, certificación, y adaptación local es un problema real de seguridad de software. Prueba de cuatro vías: el argumento de Polonia apunta específicamente a Irlanda; India e Irlanda culpan cada una a partes distintas. No geográfico: las cadenas de suministro de software abarcan continentes."
IE-575,México; Somalia; Kenia; Italia,Una reasignación de exportación deja sin agua a granjas afectadas por la sequía,"El conglomerado agroindustrial de México posee derechos exclusivos sobre un sistema de riego alimentado por desalinización en el Cuerno de África. El sistema abastece tierras de cultivo a lo largo de un tramo de la región afectado por la sequía. El conglomerado de México ha redirigido la mayor parte de su producción hacia sus propios cultivos de exportación, persiguiendo un aumento en los precios globales de vegetales. Las granjas de subsistencia que dependían de la misma agua ahora no tienen ninguna, durante la peor sequía en décadas. El ministerio de agricultura de Somalia dice que comunidades enteras están abandonando tierras de cultivo que nunca antes se habían secado. Kenia, cuya asignación más pequeña también está siendo recortada, dice que México está tratando el agua compartida como una herramienta privada de exportación. Italia importa la mayoría de los cultivos de exportación en cuestión y dice que investigará, pero ha seguido recibiendo los envíos.",117,control de un flujo,El conglomerado de México (controla la producción de riego),"Somalia (tierras de cultivo abandonadas, sequía)",Kenia (su propia asignación también recortada),motor principal (su propia decisión de reasignación es la causa directa),en desarrollo,contrafactual,agua y ríos transfronterizos; sistemas alimentarios y hambruna; comercio y transporte marítimo,"Contrafactual. La infraestructura de riego compartida priorizada para exportación sobre subsistencia durante la sequía es una dinámica real y documentada. Mecanismo de gravedad: escasez de agua/sequía, no contaminación."
IE-730,México; Mauritania; Sudán; Brunéi,Sin registro de cosecha en un teléfono no hay cobertura,"En todo el Sahel, un programa informático ahora decide qué agricultores califican para el seguro de cultivos, y clasifica a cualquiera sin un registro telefónico de cosechas pasadas como demasiado riesgoso para cubrir. La aseguradora de México escribió esas reglas de clasificación y las aplica en cuatro países. Los pastores de Mauritania mantienen casi ningún registro de este tipo y han sido rechazados por completo para la cobertura, en el año en que fallaron las lluvias. Sudán construyó una alternativa en papel y le dijeron que los reclamos presentados en papel no se honrarán. La reaseguradora de Brunéi respalda todas las pólizas y dice que no cubrirá a ningún agricultor que el programa haya rechazado.",97,reconocimiento / legitimidad,La aseguradora de México (escribió las reglas de clasificación),pastores mauritanos rechazados de cobertura en el año en que fallaron las lluvias,Brunéi (el rechazo de su reaseguradora cierra también la vía del papel),motor principal (sus reglas de clasificación hacen de los registros telefónicos la condición para la cobertura),inminente,surrealista,IA; hambruna,Surrealista. La suscripción algorítmica de seguros y la exclusión por expediente delgado son reales; hacer de un registro telefónico de cosechas la única vía hacia la cobertura en toda una región pastoril se inclina más allá de lo practicable mientras las consecuencias permanecen directas. Ubicación nombrada en la primera oración. México entra en la segunda oración y no la cierra.
IE-008,México; Malasia; Argentina; Egipto,Un solo rastro porcino anula a un certificador y con él un año de exportaciones,"Inspectores portuarios en Malasia analizaron un envío de carne de res con certificación halal mexicana, el sello oficial que confirma que el alimento sigue las normas dietéticas islámicas que prohíben el cerdo, y encontraron ADN porcino dentro de la carne. Malasia retiró su reconocimiento al certificador, el grupo que había aprobado la carne como halal, de modo que se cancelaron todos los envíos que había aprobado ese año, no solo el lote que falló. Los procesadores de carne de Argentina cubrieron rápidamente los pedidos cancelados a un precio más alto, mientras que Egipto ahora está verificando si carne del mismo certificador también entró en su propia cadena de suministro. El regulador de México insiste en que la contaminación ocurrió después, dentro de un almacén refrigerado malasio, y quiere que le devuelvan las muestras para realizar pruebas independientes.",99,pureza / contaminación,Malasia (controla el reconocimiento de certificadores),México (toda la cosecha de exportación anulada),Argentina (competidor que absorbe los contratos liberados),perjudicado y acusado,secuelas,fundamentado,religión y geografía sagrada; sistemas alimentarios; comercio y transporte marítimo,"La certificación JAKIM de Malasia es de facto el estándar halal global, y su reconocimiento puede retirarse a un certificador extranjero, invalidando en bloque toda la producción de ese certificador. Los casos de fraude halal con material porcino no declarado están documentados. Argentina es un gran exportador de carne certificada halal y Egipto un gran importador de carne que exige certificación. La certificación halal mexicana de carne de res para mercados asiáticos es pequeña pero real."
IE-143,México; Italia; Albania; Túnez,Un acuerdo de asilo extraterritorial colapsa con migrantes a mitad de traslado,"El acuerdo de Italia para procesar solicitantes de asilo en centros construidos en Albania ha sido anulado por un tribunal, mientras cientos de personas todavía están a mitad de traslado en el mar cuando llega el fallo. Albania dice que su obligación terminó en el momento en que el tribunal falló; Túnez, el país del que partieron, se niega a recibir a nadie de vuelta. El barco que los transporta opera bajo contrato de una empresa mexicana, y ahora no tiene ningún puerto dispuesto a aceptar a los pasajeros, con la comida y el agua agotándose, y sin ninguna instrucción legal que le diga hacia cuál de los tres países se le permite navegar siquiera.",97,ausencia / vacío,México (mantiene a los migrantes en el mar),los migrantes (ningún puerto los recibirá),Túnez (se niega a las devoluciones),medio: espectador perjudicado (opera el barco varado sin ningún lugar donde se le permita atracar),en desarrollo,fundamentado,migración y desplazamiento; ayuda humanitaria; reconocimiento y legitimidad,"Fundamentado. El verdadero esquema de procesamiento extraterritorial de Italia en Albania, los desafíos judiciales al mismo, los enfrentamientos de desembarco en el Mediterráneo, y la negativa de Túnez a las devoluciones están todos documentados y vigentes. Solo el buque mexicano es inventado."
IE-132,México; Bangladés; Myanmar; Catar,Se construye una aldea de repatriación y los refugiados la rechazan,"Catar ha financiado una aldea modelo dentro de Myanmar destinada a recibir a refugiados rohinyás devueltos desde Bangladés, la cual ahora alberga a más de un millón de ellos y los presiona a regresar. Pero los refugiados se niegan a instalarse sin la ciudadanía que Myanmar no les otorgará, y la aldea terminada y vacía se ha convertido en una vergüenza para todos los involucrados. Una empresa constructora mexicana construyó la aldea por contrato y todavía se le debe su pago final, el cual se retiene hasta que alguien pueda certificar el proyecto como un éxito, una certificación que solo sería cierta si se obligara a la gente a vivir allí.",101,obligación de actuar,México (posee el certificado de finalización),refugiados rohinyás (presionados a regresar sin ciudadanía),Catar (financiador que presiona por la finalización),medio: cómplice (su pago final depende de certificar un proyecto que solo funciona mediante coerción),inminente,fundamentado,ayuda humanitaria; migración y desplazamiento; reconocimiento y legitimidad,"Fundamentado. La condición de apátridas de los rohinyás, la presión de repatriación de Bangladés, la negación de ciudadanía por parte de Myanmar, y las aldeas de retorno construidas por donantes están todas documentadas y vigentes. Solo la constructora mexicana y el certificado son inventados."
IE-014,México; Tuvalu; Nueva Zelanda; Australia,Un solo permiso de residencia se convierte en el modelo para el desplazamiento climático,"Un tribunal en Nueva Zelanda ha otorgado protección a una sola familia de Tuvalu, dictaminando que enviarla de regreso sería inseguro, evitando cuidadosamente calificarlo como una decisión climática. Lo que importa es el razonamiento: establece que el simple hecho de que un lugar se vuelva inhabitable, no solo el peligro de persecución, puede ser motivo para detener una deportación. Australia ya está redactando nuevas leyes para eludir el fallo antes de que pueda usarse contra su propia política fronteriza. México se unió al caso en apoyo, porque ese mismo razonamiento podría algún día aplicarse a sus propios ciudadanos devueltos desde el extranjero.",100,precedente,Nueva Zelanda (el tribunal y el razonamiento),Australia (expuesta al precedente),México (interés migratorio colateral no relacionado en el razonamiento),amplificador,secuelas,fundamentado,migración y desplazamiento; cambio climático; reconocimiento y legitimidad,"Fundamentado casi al pie de la letra. Teitiota c. Nueva Zelanda (Comité de Derechos Humanos de la ONU, 2020) sostuvo que las condiciones climáticas podrían en principio impedir la devolución, sin conceder el amparo; Australia y Nueva Zelanda tienen un tratado real de movilidad con Tuvalu y una presión interna real para contener estos hallazgos; el interés de México en normas de no devolución para sus propios nacionales es directamente pertinente. El paso inventado es que un tribunal realmente conceda el amparo por ese motivo."
IE-005,México; Austria; Nigeria; Grecia,Un solo préstamo de museo podría anular todas las adquisiciones coloniales detrás de él,"Un tribunal austriaco está a punto de fallar en un caso que parece pequeño pero conlleva enormes consecuencias: si un penacho de plumas prestado a un museo mexicano para una exhibición debe ser devuelto, o si el propio préstamo transfirió el título, la plena propiedad legal, a México. México se niega a garantizar que devolvería la pieza, así que el museo austriaco que la prestó ahora no la enviará de vuelta. El objeto en sí importa menos que el razonamiento legal detrás del fallo. Nigeria y Grecia han presentado ambas alegatos formales ante el tribunal, porque si los jueces deciden que los objetos tomados durante la era colonial nunca fueron poseídos legítimamente en primer lugar, ese razonamiento podría usarse contra museos de toda Europa.",101,precedente,Austria (posesión y el tribunal),El sector museístico austriaco (expuesto al precedente),Nigeria y Grecia (reclamos de restitución no relacionados que se aprovechan del fallo),instigador,inminente,contrafactual,soberanía cultural; reconocimiento y legitimidad; control territorial y soberanía,"El penacho de Viena atribuido a Moctezuma es real y México lo ha reclamado durante décadas; Austria se ha negado por razones de conservación. Los Bronces de Benín y los Mármoles del Partenón son reclamos vigentes cuyos defensores realmente siguen de cerca los fallos de los demás. El elemento inventado es que un tribunal llegue a la cuestión del título mediante una disputa de préstamo, una vía plausible, ya que los acuerdos de préstamo sí dependen de quién detiene el título."
IE-073,México; Camboya; Vietnam; Tailandia,Un dragado de arena aguas arriba mata de hambre a un delta,"Camboya ha autorizado un enorme dragado de arena a lo largo del río Mekong, y el delta de Vietnam, que ya se hunde año tras año, está perdiendo el mismo sedimento que mantiene su tierra sobre el mar. Tailandia, también aguas arriba, es culpada por su propia cadena de presas que empeora la pérdida. Una empresa mexicana de dragado hace la excavación y mantiene los registros de cuánta arena se extrae realmente, un volumen ampliamente considerado muy por encima de lo que permite su licencia, y Vietnam exige que se publiquen esas cifras reales antes de que su delta que se hunde sufra un daño más allá de toda esperanza de salvarlo.",97,control de un flujo,México (posee la licencia y los datos ocultos de extracción),Vietnam (delta que se hunde),Tailandia (presas aguas arriba que agravan el problema),poseedor (controla la verdad),inminente,fundamentado,agua y ríos transfronterizos; sistemas alimentarios y hambruna; infraestructura,"Fundamentado. La minería de arena del Mekong, la subsidencia del delta en Vietnam, los impactos de presas aguas arriba, y el fraude entre permiso y extracción real están todos documentados. Solo la empresa de dragado mexicana es inventada."
IE-490,México; Burkina Faso; Grecia; Malta,Un solo bote incautado podría reescribir cómo se trazan las fronteras marítimas,"Una pequeña disputa pesquera sobre un solo bote incautado en aguas disputadas es observada de cerca por abogados en tres continentes, porque el tribunal que la atiende ha señalado que podría fallar sobre si los mapas históricos, y no las costas actuales, determinan las fronteras marítimas. México presentó un escrito apoyando el argumento de los mapas históricos, esperando usar el mismo razonamiento más adelante en un reclamo latente propio que aún no ha hecho público. Burkina Faso, sin salida al mar y normalmente no involucrado en derecho marítimo, también presentó un escrito, preocupado de que el fallo pudiera afectar reclamos de fronteras fluviales que sí le importan. Malta, que alberga el tribunal, ha dado a todas las partes dos semanas para presentar argumentos finales antes de que el panel falle.",99,precedente,"Malta (alberga el tribunal, fija el plazo)",las dos partes originales de la disputa del bote incautado,Burkina Faso (una parte inesperada sin salida al mar con interés propio),cómplice (presenta su propio escrito por un beneficio futuro no revelado),inminente,surrealista,control territorial y soberanía; reconocimiento y legitimidad,"Surrealista con tendencia a contrafactual. Los casos pequeños usados para fijar un precedente legal importante son un patrón real (cf. la extradición de Pinochet, el Arctic Sunrise); la doctrina de mapas históricos y el reclamo latente de México son inventados. Simplificado de un borrador anterior que llevaba dos intereses no relacionados a la vez."
IE-130,México; Nigeria; India; Kenia,México acapara el suministro antimalárico y fija el precio,"Las farmacéuticas de México han comprado casi toda la capacidad de fábrica mundial para un medicamento antimalárico clave y ahora fijan su precio mientras la enfermedad se propaga por las regiones más cálidas del mundo. Nigeria y Kenia, ante casos en aumento, lo llaman lucrar con una plaga; India, antes el principal proveedor asequible, ha sido excluida por completo de fabricar el medicamento. México retiene deliberadamente el suministro para mantener altos los precios, apostando a que los países afectados pagarán antes de que sus brotes crezcan lo suficiente como para forzar una batalla legal por la patente que México todavía podría perder.",97,control de un flujo,México (controla el suministro antimalárico),"Nigeria y Kenia (brotes, excluidos por precio)",India (fabricante genérico desplazado),principal: quien retiene,en desarrollo,contrafactual,medicina y farmacéutica; salud pública; deuda y finanzas,"Contrafactual. La concentración del suministro farmacéutico, las licencias obligatorias bajo el ADPIC, y el abuso de precios en medicamentos esenciales son todos mecanismos reales; México acaparando la capacidad antimalárica es la premisa inventada."
IE-171,México; Laos; Tailandia; Vietnam,Un afluente represado mata de hambre a una pesquería que comparten tres naciones,"Laos ha represado un afluente principal del río Mekong para vender energía a Tailandia, y los peces que alimentan a millones de personas en Vietnam y Camboya están desapareciendo rápidamente mientras la crecida estacional natural del río muere junto con ellos. Tailandia, que compra toda la electricidad, niega cualquier responsabilidad por los peces que desaparecen; Vietnam exige que la presa en cambio libere agua siguiendo el ritmo natural del río. La propia industria mexicana de pescado enlatado había construido un importante contrato de suministro en torno al pescado barato capturado en el Mekong, y todo ese contrato ahora colapsa mientras la misma presa que da energía a Tailandia mata de hambre discretamente al río del que dependen las enlatadoras de México.",101,control de un flujo,Laos (represa el afluente) / México (opera los vertederos),Vietnam y Camboya (pesquerías en colapso),"Tailandia (compra la energía, niega culpa)",medio: espectador perjudicado (su contrato de suministro de pescado enlatado colapsa junto con la pesquería moribunda),en desarrollo,fundamentado,agua y ríos transfronterizos; sistemas alimentarios y hambruna; energía,"Fundamentado. Las verdaderas presas en el cauce principal/afluentes del Mekong (el modelo de exportación hidroeléctrica de Laos), la pérdida de pesquerías de pulso de crecida, y las objeciones vietnamitas aguas abajo están todas documentadas. Solo el operador mexicano es inventado."
IE-651,México; India; Etiopía; Noruega,Un programa de enfriamiento no autorizado desplaza un monzón,"Un programa de aerosoles estratosféricos ha estado funcionando durante catorce meses sin autorización internacional. México lo lanzó para proteger su propia cosecha de maíz tras tres fracasos consecutivos. El monzón de India desde entonces ha llegado cuatro semanas tarde en dos ocasiones seguidas, y su ministerio de agricultura atribuye el cambio directamente al programa. Las lluvias de Etiopía han aumentado durante el mismo período, y ha defendido públicamente el derecho de México a continuar. India dice que Etiopía está intercambiando la seguridad alimentaria de otros países por la propia. El consorcio de investigación de Noruega suministró el modelo atmosférico en el que se basó México, y se niega a divulgar los rangos de incertidumbre que mostrarían si la atribución se sostiene.",101,control de un flujo,México (opera el programa no autorizado),"India (monzón retrasado dos veces, cosecha en riesgo)",Etiopía (se beneficia y defiende el programa frente a India),motor principal (su propio despliegue unilateral es el acto detonante),en desarrollo,contrafactual,cambio climático; tecnología y fijación de normas,"Contrafactual. La gestión de la radiación solar es técnicamente factible y carece de gobernanza; el despliegue unilateral y las disputas de atribución son exactamente el modo de fallo que describen los estudiosos de la gobernanza. Prueba de cuatro vías: India y Etiopía están en conflicto directo sobre si el programa debe continuar, independientemente de México. Los datos de incertidumbre retenidos por Noruega bloquean la resolución para ambos. No geográfico: la intervención atmosférica y los consorcios de modelado son globales."
IE-037,México; España; Perú; Guatemala,Una demanda de reparaciones por la conquista fija un modelo hemisférico,"México ha demandado a España por daños derivados de la conquista colonial, poniendo precio a tres siglos de plata extraída de su territorio y llamándolo una deuda que todavía puede cobrarse, con intereses. España califica el caso de infundado y se niega incluso a presentarse ante el tribunal. Perú y Guatemala preparan demandas idénticas, observando si el caso de México primero supera el obstáculo legal de si tal reclamo puede siquiera ser escuchado. España advierte que una sola victoria reabriría quinientos años de cuentas coloniales en dos continentes, convirtiendo a cada excolonia en acreedora de la noche a la mañana.",99,precedente,España (posee la riqueza disputada y la defensa),La exposición de España / colecciones europeas (riesgo de precedente),Perú y Guatemala (se aprovechan del precedente),principal: demandante / instigador,en desarrollo,contrafactual,soberanía cultural; deuda y finanzas; reconocimiento y legitimidad,Contrafactual. Las demandas de reparaciones coloniales (la carta real de México a España pidiendo una disculpa) y la política de restitución están vigentes; una demanda justiciable que valora la extracción como deuda recuperable es la escalada legal inventada.
IE-751,México; Bahamas; Mónaco; Paraguay,"Ningún asegurador cubrirá la costa, así que ningún banco prestará","En Bahamas, todo asegurador se ha retirado de la cobertura contra inundaciones a lo largo de la costa baja. Sin cobertura ningún banco emitirá una hipoteca, y alrededor de catorce mil casas ya no pueden venderse a ningún precio. Sus propietarios no pueden mudarse. Las reaseguradoras de Mónaco pusieron en marcha el retiro y dicen que su propio modelo de riesgo no les deja ninguna otra opción. El fondo de pensiones de México compró los bonos respaldados por esas hipotecas, y los bonos no valen nada si las casas no pueden cambiar de manos. Paraguay enfrenta el mismo retiro la próxima temporada y ha exigido formalmente ver el modelo detrás de ello.",96,ausencia / vacío,Las reaseguradoras de Mónaco (pusieron en marcha el retiro),"Bahamas, catorce mil casas invendibles y sus propietarios sin poder mudarse","Paraguay (enfrenta el mismo retiro, exige el modelo)",espectador perjudicado (los bonos de su fondo de pensiones no valen nada si las casas no pueden venderse),en desarrollo,fundamentado,crisis de vivienda; cambio climático,"Fundamentado. Los aseguradores que se retiran de la vivienda expuesta a inundaciones, y los mercados hipotecarios que se cierran tras ellos, son un patrón documentado y acelerado. Reparto: Grecia como poseedor, Bahamas como perjudicada, Paraguay como amplificador son todos papeles inéditos. Ubicación nombrada en la primera oración. México entra en la cuarta oración y no la cierra."
IE-646,México; Turquía; Irlanda; Perú,Una cláusula de responsabilidad compartida encuentra a un solo firmante que se niega,"Un acuerdo de construcción hace a sus firmantes solidariamente responsables por los fallos de proyecto de cualquier miembro, una cláusula añadida para tranquilizar a los prestamistas. El colapso del programa de vivienda de Turquía la ha activado, dejando a otros tres firmantes responsables de una compensación que Turquía no puede pagar. Irlanda ha comenzado a pagar su parte y exige que México y Perú paguen las suyas. México argumenta que la cláusula nunca pretendió cubrir fallos causados por la propia negligencia de un miembro, algo que la propia investigación de Turquía ya ha determinado. Perú está completamente de acuerdo con México pero ha pagado discretamente a Irlanda para proteger sus condiciones de endeudamiento, dejando a México como el único firmante que todavía se niega.",94,atribución / culpa,Irlanda (paga y exige que los demás sigan),residentes desplazados del programa colapsado de Turquía,"Perú (concuerda con México, paga de todos modos, aislándolo)",atrapado en medio (pagar premia la negligencia; negarse lo aísla de todo cofirmante),en desarrollo,fundamentado,infraestructura; fijación de normas,"Fundamentado. Las cláusulas de responsabilidad solidaria en acuerdos multilaterales de construcción crean exactamente esta dinámica de deserción. Matiz de alianza: Perú concuerda en privado con México pero deserta por interés propio, dejando expuesto a su aliado. No geográfico: la responsabilidad del acuerdo vincula por firma."
IE-637,México; Kazajistán; Nigeria; Noruega,Dos pagos suspendidos dejan a una estación con once semanas de margen,"Una estación de investigación tripulada en órbita baja ha perdido su cronograma de reabastecimiento después de que dos de sus cuatro países socios suspendieran los pagos. Kazajistán dejó de pagar cuando Nigeria incumplió su propia contribución y el consorcio operador aumentó la cuota de todos para cubrirla. Nigeria dice que el consorcio aumentó las cuotas antes de que su pago siquiera estuviera atrasado, usando una fórmula que Nigeria nunca aceptó. México construyó y posee el módulo de reciclaje de agua de la estación, que falla sin el mantenimiento financiado por el fondo suspendido. Noruega dice que los cuatro tripulantes a bordo tienen once semanas de margen, después de las cuales la estación debe ser abandonada y el módulo de México perdido junto con ella.",101,ausencia / vacío,el consorcio operador (aumentó las cuotas),México (su módulo se pierde si se abandona la estación),Noruega (fija el reloj de abandono de once semanas),espectador perjudicado (su propio módulo es garantía colateral de una disputa de pago de la que no forma parte),inminente,contrafactual,espacio exterior y dominio orbital; exploración espacial,Contrafactual. Las disputas de financiamiento de estaciones orbitales que obligan a decisiones de abandono son un mecanismo plausible de futuro cercano. Prueba de cuatro vías: la disputa de pago entre Kazajistán y Nigeria es enteramente bilateral y precede a la exposición de México. No geográfico: los consorcios orbitales son inherentemente internacionales. Fuerzas elegidas deliberadamente entre las ausentes en IE-616 a IE-635.
IE-573,México; Pakistán; Arabia Saudita; Reino Unido,Un pago faltante silencia una red de alerta de calor durante seis semanas,"Una ola de calor prolongada ha empujado las temperaturas en partes de Pakistán más allá de lo que el cuerpo humano puede soportar. Una red regional de alerta temprana y centros de enfriamiento quedó fuera de línea hace seis semanas. La agencia meteorológica de México fue contratada para mantenerla pero no realizó un pago rutinario de renovación. El ministerio de salud de Pakistán dice que las muertes por calor están muy por encima de cualquier verano registrado anteriormente. Las muertes se concentran en los vecindarios que la red normalmente habría señalado para enfriamiento de emergencia. Arabia Saudita, que cofinanció la expansión de la red, dice que advirtió repetidamente a la agencia de México sobre el vencimiento. Los monitores de riesgo de desastres del Reino Unido dicen que la interrupción probablemente costó vidas que advertencias oportunas podrían haber salvado.",105,obligación de actuar,La agencia de México (dejó vencer la red),Pakistán (exceso de muertes por calor),Arabia Saudita (documenta advertencias previas repetidas),cómplice (su propio pago faltante causó la interrupción),en desarrollo,fundamentado,cambio climático; salud pública; infraestructura,"Fundamentado. La mortalidad por calor de bulbo húmedo y las interrupciones de sistemas de alerta temprana por falla administrativa son ambos riesgos reales y documentados. Mecanismo de gravedad: mortalidad por calor extremo debido a negligencia administrativa, no un desastre natural amplio. Etiqueta de rol CORREGIDA de una etiqueta inicial errónea como espectador perjudicado a cómplice durante la redacción."
IE-616,México; Ghana; Japón; Noruega,Un resultado de ensayo suprimido llega demasiado tarde a tres países,"Un medicamento para la diabetes tomado por millones ha sido vinculado a una insuficiencia hepática súbita, y el riesgo apareció en un ensayo clínico mexicano que nunca se publicó. El patrocinador de México enterró el hallazgo para proteger una aprobación ya en revisión. Ghana aprobó el medicamento con base en los datos publicados y ha registrado noventa muertes. El regulador de Japón dice que Ghana ignoró una advertencia que Japón difundió de forma independiente un año antes. Ghana dice que la advertencia de Japón nombraba una dosis completamente distinta y era inútil. Noruega, que comparte un pacto de reconocimiento de aprobaciones con Ghana, debe decidir ahora si anula todos los medicamentos que Ghana haya aprobado bajo ese pacto.",98,conocimiento / divulgación,El patrocinador del ensayo de México (enterró el hallazgo),Ghana (noventa muertes),Noruega (podría anular todo el historial de aprobaciones de Ghana),motor principal (sus propios datos de ensayo suprimidos causaron el daño),secuelas,fundamentado,medicina y farmacéutica; salud pública; reconocimiento y legitimidad,Fundamentado. Los datos de ensayo no publicados que precedieron a fallos de seguridad de medicamentos son un patrón bien documentado. Prueba de cuatro vías: Ghana y Japón se acusan directamente por la advertencia inútil; el pacto de Noruega con Ghana es independiente de México. No geográfico: la regulación farmacéutica abarca continentes legítimamente.
